pmid	ti	ab	fau	dp
9451568	[The use of alternative medicine by multiple sclerosis patients--patient characteristics and patterns of use].	UNLABELLED: The use of alternative medicine is growing in all Western countries. Little is known about the modalities and patterns of use of alternative medicine by patients suffering from multiple sclerosis. PATIENTS AND METHODS: We analysed an anonymous questionnaire that was sent to and answered by 129 former inpatients who had multiple sclerosis diagnosed by typical clinical and laboratory findings. RESULTS: 82 of 129 patients (63.6%) have been using alternative therapies. They were treated with a total of 87 different alternative healing methods or substances. Some patients used up to 9 different methods. The mean duration of the alternative treatment was 2.6 (0-20) years. Most patients used homoeopathy (n = 35), herbs (29 different substances, 32 users), different relaxation methods like yoga (n = 38) and various diets (n = 21). The most important motivation to look for alternative medicine was the aim to participate actively in the healing process. Most patients thought that there was some positive effect from the alternative treatment but did not inform their general practitioner or neurologist about it. DISCUSSION: Like in other chronic diseases many MS-patients use alternative medicine. The experiences of these treatments forms part of the patient's coping with the disease.	Winterholler, M;Erbguth, F;Neundorfer, B	1997 Dec
9445523	[Changes in body equilibrium response caused by breathing. A posturographic study with visual feedback].	BACKGROUND: Therapeutical methods involving holistic medicine are of increasing interest. The present study deals with the psychophysical breath work by Middendorf and examines whether it has an effect on reactions of the body's equilibrium system. METHODS: Different optical patterns were projected on a video screen to the test subject standing on a modified posturographic platform. Subjects were instructed to shift their center of gravity according to the patterns projected on the video screen. The patterns consisted of a line that had to be followed in the anterior-posterior and in the lateral plane, and of a circle which had to be followed clockwise and counterclockwise. PATIENTS: Three groups each consisting of 17 healthy persons were tested; group 1: advanced in breath training, group 2: beginners in breath training, group 3: no experience in breath work at all. RESULTS: Group 1 und 2 show significantly better results in the posturographic test with visual feedback than subjects without experience in breast work (group 3). Furthermore, posturographic results immediately after one hour of breath work reveal clear improvements in the body equilibrium. CONCLUSIONS: Psychophysical breath work by Middendorf leads to a general improvement of the body equilibrium which is stable over time. The positive results of this study lead to the assumption that breath work by Middendorf is a valuable method for treatment and rehabilitation of balance disorders.	Aust, G;Fischer, K	1997 Oct
9430331	Influence of intensive yoga training on physiological changes in 6 adult women: a case report.	The short-term effects of 4 weeks of intensive yoga practice on physiological responses in six healthy adult female volunteers were measured using the maximal exercise treadmill test. Yoga practice involved daily morning and evening sessions of 90 minutes each. Pre- and post-yoga exercise performance was compared. Maximal work output (Wmax) for the group increased by 21%, with a significantly reduced level of oxygen consumption per unit work but without a concomitant significant change in heart rate. After intensive yoga training, at 154 Wmin(-1) (corresponding to Wmax of the pre-yoga maximal exercise test) participants could exercise more comfortably, with a significantly lower heart rate (p < 0.05), reduced minute ventilation (p < 0.05), reduced oxygen consumption per unit work (p < 0.05), and a significantly lower respiratory quotient (p < 0.05). The implications for the effect of intensive yoga on cardiorespiratory efficiency are discussed, with the suggestion that yoga has some transparently different quantifiable physiological effects to other exercises.	Raju, P S;Prasad, K V;Venkata, R Y;Murthy, K J;Reddy, M V	1997 Fall
9428267	Siddha medicine: an overview.		Subbarayappa, B V	1997 Dec 20-27
9407753	Knowledge and reported use of sport science by elite New Zealand Olympic class sailors.	OBJECTIVE: This study enquired about the knowledge and reported use of sport science in elite Olympic class sailors. EXPERIMENTAL DESIGN: The sailors responded to a simple questionnaire. SETTING: The questionnaire was administered as part of an introductory seminar on sport science during a training camp. PARTICIPANTS: The participants were 28 (22 male, 6 female) elite New Zealand Olympic class sailors. INTERVENTIONS: None. MEASURES: The questionnaire asked whether or not they used a training race diary, enquired about their current and past injuries and their knowledge and use of sport science in the areas of nutrition, psychology and physical training. RESULTS: Only ten (36%) of the sailors kept a training/race diary. Whilst only four (14%) had a current injury, sixteen (57%) reported an injury in the previous three years. The injuries were in the lower back (45%), knee (22%), shoulder (18%), and arm (15%). Although nineteen (68%) of the sailors had experienced dehydration during racing, the average volume of fluid reported to be taken on a four hour sail was only 0.9 litre, of which only an average of 0.7 litres (77%) was reported to be drunk. All the sailors reported being sometimes (46%) to very often (3%) anxious before races and sometimes (43%) to always (7%) being frustrated with their own mistakes. Only one sailor reported never having negative thoughts whilst fifteen (53%) reported having them sometimes, and seven (25%) often or very often. Twenty-four (86%) of the sailors reported that they sometimes had a loss of concentration near the end of the race. Whilst eighteen (64%) reported practising relaxation and seventeen (61%) reported practising visualisation as a mental skill, only five (18%) practised progressive mental relaxation, two (7%) practised meditation and none practised yoga. Seventeen (61%) undertook strength/circuit training, ten (36%) flexibility and twenty-one (75%) off water aerobic training. Twenty-four (86%) reported undertaking on-water aerobic training. CONCLUSIONS: The results indicate that there is considerable scope for improvement in the knowledge and use of sports science amongst elite New Zealand Olympic class sailors.	Legg, S J;Smith, P;Slyfield, D;Miller, A B;Wilcox, H;Gilberd, C	1997 Sep
21494440	Psychophysiological changes at the time of examination in medical students before and after the practice of yoga and relaxation.	The effect of yoga and relaxation changes in psychophysiological parameters in response to the stress of examination in 75 medical students was studied. Initially five parameters (anxiety level, heart rate, blood pressure, galvanic skin resistance and choice reaction time) were recorded, a month before the examination and on the day of examination. Students were then randomly divided into 3 group of 25 each. One group practiced yoga (Group- Y), and another group practiced relaxation (group-R) regularly for three months. The third group was control group (Group-C). All the parameters were recorded after the changes in anxiety level, heart rate, blood pressure, and galvanic skin resistance in response to stress of examination were significantly attenuated and there was significant improvement in choice reaction time in Group-Y and Group-R as compared to Group-C after yoga and relaxation.	Malathi, A;Damodaran, A;Shah, N;Krishnamurthy, G;Namjoshi, P;Ghodke, S	1998 Jan
9354111	Yoga breathing through a particular nostril increases spatial memory scores without lateralized effects.	Uninostril breathing facilitates the performance on spatial and verbal cognitive tasks, said to be right and left brain functions, respectively. Since hemispheric memory functions are also known to be lateralized, the present study assessed the effects of uninostril breathing on the performance in verbal and spatial memory tests. School children (N = 108 whose ages ranged from 10 to 17 years) were randomly assigned to four groups. Each group practiced a specific yoga breathing technique: (i) right nostril breathing, (ii) left nostril breathing, (iii) alternate nostril breathing, or (iv) breath awareness without manipulation of nostrils. These techniques were practiced for 10 days. Verbal and spatial memory was assessed initially and after 10 days. An age-matched control group of 27 were similarly assessed. All 4 trained groups showed a significant increase in spatial test scores at retest, but the control group showed no change. Average increase in spatial memory scores for the trained groups was 84%. It appears yoga breathing increases spatial rather than verbal scores, without a lateralized effect.	Naveen, K V;Nagarathna, R;Nagendra, H R;Telles, S	1997 Oct
9325569	Normalization of P300 amplitude following treatment in dysthymia.		Murthy, P J;Gangadhar, B N;Janakiramaiah, N;Subbakrishna, D K	1997 Oct 15
20944391	Yoga introducing as alternative medicine in some dermatological ailments.		Baishya, B R	1997 Nov-Dec
9292858	Seminal truth: a modern science of male celibacy in north India.	Many scholars have noted that brahmacharya (celibacy) is an important concept in Hindu notions of male identity (cf. Kakar 1981, 1982, 1990; Obeyesekere 1976, 1981; for comparison, see Gilmore 1990). Although the psychological basis of this concept has been studied, there is very little in the literature on the "medical mechanics" of being and becoming a brahmachari. Nor is there is a comprehensive account for the precise relationship between sex and the meaning of physical health in modern urban India. Through an examination of the popular Hindi literature on brahmacharya, interpreted within the context of therapeutic celibacy as put in practice by a modern yoga society, this article shows how a discourse about sex, semen, and health is conceived of in terms of embodied truth. Using Foucault's critique of Western sexuality as a contrasting frame of reference, I argue that the "truth" about sex in modern North India is worked out in somatic rather than psychological terms, in which morality is problematically defined by male physiology and gendered conceptions of good health.	Alter, J S	1997 Sep
9210777	Comparing Hatha yoga with dynamic group psychotherapy for enhancing methadone maintenance treatment: a randomized clinical trial.	BACKGROUND: As more methadone treatment programs are funded in an attempt to curb substance abuse and HIV infection among i.v. drug users, more cost effective treatment approaches are being sought. OBJECTIVES: To investigate whether clients in outpatient methadone maintenance treatment who practice weekly Hatha yoga in a group setting experience more favorable treatment outcomes than those who receive conventional group psychodynamic therapy. METHODS: After a 5-day assessment period, 61 patients were randomly assigned to methadone maintenance enhanced by traditional group psychotherapy (ie, conventional methadone treatment) or an alternative Hatha yoga therapy (ie, alternative methadone treatment). Patients were followed for 6 months and evaluated on a variety of psychological, sociological, and biological measures. The revised Symptom Check List provided the primary psychological measures; the Addiction Severity Index provided various indices of addictive behaviors. RESULTS: The evidence revealed that there were no meaningful differences between traditional psychodynamic group therapy and Hatha yoga presented in a group setting. Both treatments contributed to a treatment regimen that significantly reduced drug use and criminal activities. Psychopathology at admission was significantly related to program participation regardless of treatment group. DISCUSSION: In addition to examining the characteristics of patients who present for treatment, this study identifies unexpected staff issues that complicate the integration of alternative and traditional treatment strategies. CONCLUSION: Alternative methadone treatment is not more effective than conventional methadone treatment, as originally hypothesized. However, some patients may benefit more from alternative methadone treatment than conventional methadone treatment. Additional research is necessary to determine characteristics that identify patients who might benefit from alternative methadone treatment.	Shaffer, H J;LaSalvia, T A;Stein, J P	1997 Jul
9285292	Middle latency auditory evoked potentials in congenitally blind and normal sighted subjects.	Middle latency auditory evoked potentials were recorded in two groups of ten subjects each, viz, congenitally blind (CB) and age-matched subjects with normal vision (NV). The age range for both groups was 13 to 16 years. The CB group subjects had peripheral deficits, with absence of visual evoked responses. The peak latency of the Nb wave (the maximum negativity between 38 and 48 ms) was significantly lower in the CB group compared to NV group (p < .05, one-tailed, two factor ANOVA, Tukey test). In addition to these recordings from the vertex, recordings were also made from occipital areas, to test whether the visual cortex contributes to information processing at primary auditory cortical levels in the blind, as was reported in earlier studies on the generation of potentials during auditory selective attention. No such effect was observed. Hence, it appears that in blind subjects changes in generators of auditory middle latency evoked potentials are mainly related to latency, rather than to scalp distribution of these components.	Naveen, K V;Srinivas, R S;Nirmala, K S;Nagendra, H R;Telles, S	1997 Jun
9241991	A therapy to live by: public health, the self and nationalism in the practice of a north Indian yoga society.	In this article I focus on the relationship between concepts of self and health in modern North India. Drawing on field research in a popular yoga society, I argue that yoga therapy, as practiced by the Bharatiya Yog Sansthan of Delhi, provides a reconceptualization of what can be meant by public health. Using studies that challenge both the essentialist and epistemological facticity of the self, I show how the discourse and practice of yoga is implicated in, and derived from, a complex search for self definition in terms of health; health which is conceived of as a public regimen that seeks to reconnect that which modernity has broken apart: mind and body.	Alter, J S	1997 Jun
9179553	Effects of aerobic exercise training and yoga on the baroreflex in healthy elderly persons.	It is unclear whether the age-associated reduction in baroreflex sensitivity is modifiable by exercise training. The effects of aerobic exercise training and yoga, a non-aerobic control intervention, on the baroreflex of elderly persons was determined. Baroreflex sensitivity was quantified by the alpha-index, at high frequency (HF; 0.15-0.35 Hz, reflecting parasympathetic activity) and mid-frequency (MF; 0.05-0.15 Hz, reflecting sympathetic activity as well), derived from spectral and cross-spectral analysis of spontaneous fluctuations in heart rate and blood pressure. Twenty-six (10 women) sedentary, healthy, normotensive elderly (mean 68 years, range 62-81 years) subjects were studied. Fourteen (4 women) of the sedentary elderly subjects completed 6 weeks of aerobic training, while the other 12 (6 women) subjects completed 6 weeks of yoga. Heart rate decreased following yoga (69 +/- 8 vs. 61 +/- 7 min-1, P < 0.05) but not aerobic training (66 +/- 8 vs. 63 +/- 9 min-1, P = 0.29). VO2 max increased by 11% following yoga (P < 0.01) and by 24% following aerobic training (P < 0.01). No significant change in alpha MF (6.5 +/- 3.5 vs. 6.2 +/- 3.0 ms mmHg-1, P = 0.69) or alpha HF (8.5 +/- 4.7 vs. 8.9 +/- 3.5 ms mmHg-1, P = 0.65) occurred after aerobic training. Following yoga, alpha HF (8.0 +/- 3.6 vs. 11.5 +/- 5.2 ms mmHg-1, P < 0.01) but not alpha MF (6.5 +/- 3.0 vs. 7.6 +/- 2.8 ms mmHg-1, P = 0.29) increased. Short-duration aerobic training does not modify the alpha-index at alpha MF or alpha HF in healthy normotensive elderly subjects. alpha HF but not alpha MF increased following yoga, suggesting that these parameters are measuring distinct aspects of the baroreflex that are separately modifiable.	Bowman, A J;Clayton, R H;Murray, A;Reed, J W;Subhan, M M;Ford, G A	1997 May
9355699	Yoga for rehabilitation: an overview.	The use of yoga for rehabilitation has diverse applications. Yoga practice benefited mentally handicapped subjects by improving their mental ability, also the motor co-ordination and social skills. Physically handicapped subjects had a restoration of some degree of functional ability after practicing yoga. Visually impaired children children showed a significant decrease in their abnormal anxiety levels when they practiced yoga for three weeks, while a program of physical activity had no such effect. Socially disadvantaged adults (prisoners in a jail) and children in a remand home showed significant improvement in sleep, appetite and general well being, as well as a decrease in physiological arousal. The practice of meditation was reported to decrease the degree of substance (marijuana) abuse, by strengthening the mental resolve and decreasing the anxiety. Another important area is the application of yoga (and indeed, lifestyle change), in the rehabilitation of patients with coronary artery disease. Finally, the possible role of yoga in improving the mental state and general well being of HIV positive persons and patients with AIDS, is being explored.	Telles, S;Naveen, K V	1997 Apr
9142567	A combination of focusing and defocusing through yoga reduces optical illusion more than focusing alone.	The degree of optical illusion was assessed using standard Muller-Lyer lines in two groups (yoga and control) of thirty subjects each. All subjects were between eighteen and forty two years of age. The difference between the reading at which the lines were actually equal and the reading at which the subject felt them to be equal, was noted as the degree of illusion ("di"). Each subject was assessed at the beginning and end of a month. During the month the yoga group received training in yoga, while the control group carried on with their usual routine. At the end of the month the yoga group showed a significant (two factor ANOVA, Tukey test, P < .001) decrease in the "di" (86%), whereas the control group showed no change. The improvement following yoga could be attributed to the combination of focusing and defocusing involved in yoga practice, as these factors are known to influence the "di". Previous results which mentioned a 79% decrease in "di" with focusing alone, provided a comparison.	Telles, S;Nagarathna, R;Vani, P R;Nagendra, H R	1997 Apr
9142556	Pranayama increases grip strength without lateralized effects.	The present study was conducted to determine whether breathing through a particular nostril has a lateralized effect on hand grip strength. 130 right hand dominant, school children between 11 and 18 yrs of age were randomly assigned to 5 groups. Each group had a specific yoga practice in addition to the regular program for a 10 day yoga camp. The practices were: (1) right-, (2) left-, (3) alternate- nostril breathing (4), breath awareness and (5) practice of mudras. Hand grip strength of both hands was assessed initially and at the end of 10 days for all 5 groups. The right-, left- and alternate-nostril breathing groups had a significant increase in grip strength of both hands, ranging from 4.1% to 6.5%, at the end of the camp though without any lateralization effect. The breath awareness and mudra groups showed no change. Hence the present results suggest that yoga breathing through a particular nostril, or through alternate nostrils increases hand grip strength of both hands without lateralization.	Raghuraj, P;Nagarathna, R;Nagendra, H R;Telles, S	1997 Apr
9095454	Mind-body fitness: encouraging prospects for primary and secondary prevention.	In recent years health promotion programs have generated many worthwhile psychologic and physiologic benefits but frequently with less than optimal long-term adherence. Incorporating approaches such as mind-body exercise with existing health promotion and cardiac rehabilitation services can improve self-efficacy and long-term adherence to healthy behaviors as well as improve personal stress management skills. Mind-body exercise couples muscular activity with an internally directed focus so that the participant produces a temporary self-contemplative mental state. This internal focus is in contrast to conventional body-centered aerobic and muscular fitness exercise in which there is little or no mindful component. Research on mind-body exercise programs such as yoga and tai chi reveal they have significant mental and physical value. There also are numerous primary and secondary preventive indications for cardiovascular disease in which mind-body exercise can play a primary or complementary role. Mind-body exercise programs will be a welcome and necessary addition to evolving disease management models that focus on self-care and decreased health care use.	La Forge, R	1997 Apr
11364455	Whole body health.		Austin, E	1997 Mar-Apr
9078521	Mindfulness meditation-based stress reduction: experience with a bilingual inner-city program.	This article describes a bilingual mindfulness meditation-based stress reduction program in an inner-city setting. Mindfulness meditation is defined, and the practices of breathing meditation, eating meditation, walking meditation, and mindful yoga are described. Data analysis examined compliance, medical and psychologic symptom reduction, and changes in self-esteem, of English- and Spanish-speaking patients who completed the 8-week Stress Reduction and Relaxation Program at the Community Health Center in Meriden, Conn. Statistically significant decreases in medical and psychologic symptoms and improvement in self-esteem were found. Many program completers reported dramatic changes in attitudes, beliefs, habits, and behaviors. Despite the limitations of the research design, these findings suggest that a mindfulness meditation course can be an effective health care intervention when utilized by English- and Spanish-speaking patients in an inner-city community health center. The article includes a discussion of factors to be considered when establishing a mindfulness meditation-based stress reduction program in a health care setting.	Roth, B;Creaser, T	1997 Mar
9132715	Comparison of changes in autonomic and respiratory parameters of girls after yoga and games at a community home.	The heart rate, breathing rate, and skin resistance were recorded for 20 community home girls (Home group) and for 20 age-matched girls from a regular school (School group). The former group had a significantly higher rate of breathing and a more irregular breath pattern known to correlate with high fear and anxiety, than the School group. Skin resistance was significantly lower in the School group, which may suggest greater arousal, 28 girls of the Home group formed 14 pairs, matched for age and duration of stay in the home. Subjects of a pair were randomly assigned to either yoga or games groups. For the former emphasis was on relaxation and awareness, whereas for the latter increasing physical activity was emphasized. At the end of an hour daily for six months both groups showed a significant decrease in the resting heart rate relative to initial values (Wilcoxon paired-sample rest), and the yoga group showed a significant decrease in breath rate, which appeared more regular but no significant increase in the skin resistance. These results suggest that a yoga program which includes relaxation, awareness, and graded physical activity is a useful addition to the routine of community home children.	Telles, S;Narendran, S;Raghuraj, P;Nagarathna, R;Nagendra, H R	1997 Feb
9042879	Dynamic analysis of penetrating trauma.	BACKGROUND: Whereas considerable literature exists on the wounding mechanics of high velocity projectiles in the military domain, there is a paucity of such data from projectiles routinely encountered in the civilian population in the United States. This study was undertaken to develop a methodology and to determine the dynamics of penetrating trauma secondary to low velocity projectiles (200-300 m/sec). To demonstrate the feasibility of the methodology and the experimental protocol, two markedly different projectiles were chosen in the study. METHODS: Two projectiles were discharged into a human tissue simulant; one projectile was smooth and the other was of the expansion type. High-speed video photographic analysis and synchronized trigger techniques were used to describe the path of the projectile during its travel within the simulant. The temporal transient and residual profiles demonstrating the "wound involvement" were computed. RESULTS: Results indicated a stark contrast between the two cases. There was a ratio of approximately three-to-one in the maximum wound involvement due to penetration. Transient wave oscillations during penetration and perforation of the projectile from the tissue simulant demonstrated significant differences in amplitudes and time durations. In addition, the residual wound involvement profiles indicated differences in the injury potential. CONCLUSIONS: This study has provided an experimental methodology to delineate the temporal dynamic behavior of penetrating projectiles. To fully quantify and differentiate the dynamic differences in the temporal behaviors of the numerous available projectiles (with various combinations in design, type of equipment, and discharge), further research in this area is clearly necessary. The present protocol lends itself to be used to systematically analyze all these behaviors. Quantified data may assist clinical personnel in the management of penetrating trauma.	Yoganandan, N;Pintar, F A;Kumaresan, S;Maiman, D J;Hargarten, S W	1997 Feb
22556799	Philosophical basis of biofeedback.	Modern Biofeedback Technique is the implementation of psychosomatic interrelationship in respect to health and disease, the psychophysical principle is utilized for psychosomatic self regulation. The basic concept of biofeedback training are well considered in the Vedas, and Yoga system of Indian philosophy. The concept of biofeedback training depends on the ancient philosophical concept of mindbody integration.	Sharma, S	1997 Jan
10225037	Progressive increase in critical flicker fusion frequency following yoga training.	The critical flicker fusion frequency (CFF) is the frequency at which a flickering stimulus is perceived to be steady, with higher values suggesting greater perceptual accuracy. The CFF was measured in two age-matched groups of healthy male volunteers whose ages ranged from 25 to 39 years, with 18 subjects in each group. After baseline assessments one group (yoga group) received yoga training, while the other group (control group) carried on with their routine activities. Yoga practices included asanas, pranayamas, kriyas, meditation, devotional sessions and lectures on the theory of yoga. After 10 days neither group showed a change in CFF. However, at 20 and at 30 days the yoga group showed significant increases in CFF by 11.1% and 14.9%, respectively (two factor ANOVA, Tukey multiple comparison test). The control group showed no change at the day 20 and day 30 followup.	Vani, P R;Nagarathna, R;Nagendra, H R;Telles, S	1997 Jan
9454439	[Who uses alternative medicine and what are the motivations?].	In an increasing degree, unconventional healing methods are used within the orthodox medical system by physicians and in clinics. An even greater variety of methods and settings can be found in the health courses of popular high schools and in private practices of non-medical practitioners. The great interest of medical students in unconventional methods, the prevalence of chronic diseases, and widespread psychospiritual beliefs in the population indicate a growing need for psychosocially based healing approaches and new settings such as weekend-workshops or year long groups. In this article, the sociodemographic data of the users of unconventional methods, their motivations, and their pathways into the informal sector are elaborated by analyzing data from literature and of our own survey among 1135 users of 5 different types of health-related seminars (aerobic, yoga, body-therapies, psychological seminars, spiritual healing).	Andritzky, W	1997
9401632	Changes in cardiovascular risk factors and hormones during a comprehensive residential three month kriya yoga training and vegetarian nutrition.	In participants of a comprehensive residential three month yoga and mediation training programme living on a low fat lacto-vegetarian diet changes in cardiovascular risk factors and hormones were studied. Substantial risk factor reduction was found. Body mass index, total serum and LDL cholesterol, fibrinogen, and blood pressure were significantly reduced especially in those with elevated levels. Urinary excretion of adrenaline, noradrenaline, dopamine, aldosterone, as well as serum testosterone and luteinizing hormone levels were reduced, while cortisol excretion increased significantly.	Schmidt, T;Wijga, A;Von Zur Muhlen, A;Brabant, G;Wagner, T O	1997
9004123	Bone marrow edema caused by altered pedal biomechanics.	OBJECTIVE: To review the magnetic resonance imaging (MRI) appearance of bone marrow edema (BME) and to discuss the applications of this imaging modality in the diagnosis of associated disorders. A case of BME in the foot is also provided to acquaint the reader with how MRI may assist in establishing a differential diagnosis in patients with normal radiographs and clinical findings that suggest osseous injury. CLINICAL FEATURES: A 42-yr-old woman suffered from persistent pain along the dorsum of her foot that worsened with jogging. There was foot pronation and palpable pain and swelling at the third tarsometatarsal joint. An MRI was performed, but it was initially misinterpreted. A second review of the MRI examination established the presence of stress-induced BME adjacent to the articular margins of the third tarsometatarsal joint. INTERVENTION AND OUTCOME: Medical treatment consisted of a cortisone injection into the left third tarsometatarsal joint, which provided transient relief. Chiropractic treatment included flexible custom orthotics prescribed to specifically address her foot pronation. This was the only chiropractic treatment employed. CONCLUSION: In the presented case, the sensitivity of MRI to stress-induced BME identified the cause of this patient's symptoms and, more importantly, directed management. Because of its ability to demonstrate anatomic and physiologic information, MRI is the ideal imaging modality for assessing suspected injury to the osseous tissues. In patients who relay historical information that suggests chronic or acute osseous injury but demonstrate no radiographic changes to support the clinical suspicion of bony abnormality, an MRI may be indicated to exclude occult injury.	Yochum, T R;Barry, M S	1997 Jan
9053367	[Left ventricle filling during head stand and inverted postures].		Minvaleev, R S;Kuznetsov, A A;Nozdrachev, A D;Lavinskii, Iu Kh	1996 Nov-Dec
8947332	Unconventional therapies in asthma: an overview.	Acupuncture, homoeopathy, mind-body therapies, and nutritional, herbal, and environmental medicine have all been used in the management of patients with asthma. This paper reviews the evidence base for the use of these unconventional or complementary therapies. Although there is a paucity of large randomized, controlled trials in this area, there is sufficient evidence to suggest that many of these therapies can produce objective and subjective benefit in selected groups of patients. In view of the increasing popularity of complementary medicine among patients and general practitioners, there is now an urgent need for high-quality research to determine how, or whether, these therapies may be interwoven with the more orthodox treatments currently available.	Lewith, G T;Watkins, A D	1996 Nov
9055100	Study of pulmonary and autonomic functions of asthma patients after yoga training.	"The concept of yoga is helpful for the treatment of Bronchial Asthma", has created a great interest in the medical research field. In order to investigate whether autonomic functions and pulmonary functions are improved in asthma patients after short term yoga training, a study was conducted with nine diagnosed bronchial asthma patients. Yoga training was given for seven days in a camp in Adhyatma Sadhna Kendra, New Delhi. The autonomic function tests to measure the parasympathetic reactivity (Deep Breathing test, Valsalva Manouever), Sympathetic reactivity (Hand Grip test, Cold Pressure test), and pulmonary function tests FVC, FEV1, PEFR, PIF, BHT and CE were recorded before and after yoga training. The resting heart rate after yoga training (P < 0.05) was significantly decreased (89.55 +/- 18.46/min to 76.22 +/- 16.44/min). The sympathetic reactivity was reduced following yoga training as indicated by significant (P < 0.01) reduction in DBP after HGT. There was no change in parasympathetic reactivity. The FVC, FEV1, PEFR did not show any significant change. The PIF (P < 0.01), BHT (P < 0.01) and CE (P < 0.01) showed significant improvement. The results closely indicated the reduction in sympathetic reactivity and improvement in the pulmonary ventilation by way of relaxation of voluntary inspiratory and expiratory muscles. The "comprehensive yogic life style change programme for patients of Bronchial Asthma" have shown significant benefit even within a short period.	Khanam, A A;Sachdeva, U;Guleria, R;Deepak, K K	1996 Oct
8920407	[Health and education: alternative courses for the development of nursing personnel].	To promote therapeutic educational activities for nursing personnel in order to decrease stress, to improve interpersonal relations and the search for self-knowledge are the objectives of the courses promoted by the Departament of Nursing of FCM and by The Continued Education Nursing Service of the University Hospital of UNICAMP. Respiration, relaxation, body sensibilization and awareness, and theater interpretation techniques were taught in the following courses: The Hospital and Human Relations, Dance and Creativity, Yoga and Mental Relaxation. The estrategy employed was "group experience", with the participation of nurse's aides, nurses technicians, practical nurses, and registered nurses during working hours in 15 to 20 meetings per course. "Individual statements" written by the participants were used as a research tool, and the method employed was content analysis. The evaluation demonstrated that the "experience" facilitated relations among the members of the work team, opened the space for effective communication, favored self-knowledge, and helped with the problem solving. The analysis demonstrated the importance of the continuity of alternative courses to help employes improve their relations with themselves, with others and with their work, and to properly value their health/learning.	Guimaraes Madeira, C;Jorge, S A;Kakehashi, S;de Oliveira, I	1996 Aug
8718036	Complementary therapy. A taste of health.		Mantle, F	1996 Jul 3-9
8767434	[Relaxation techniques in rehabilitation].		Poulet, R	1996 Jun
8605537	Mind over maladies. Can yoga, prayer and meditation be adapted for managed care?. Interview by Jim Montague.		Benson, H	1996 Apr 20
9062044	Effect of Sahaja yoga practice on seizure control & EEG changes in patients of epilepsy.	The effect of Sahaja yoga meditation on seizure control and electroencephalographic alterations was assessed in 32 patients of idiopathic epilepsy. The subjects were randomly divided into 3 groups. Group I (n = 10) practised Sahaja yoga for 6 months, Group II (n = 10) practised exercises mimicking Sahaja yoga for 6 months and Group III (n = 12) served as the epileptic control group. Group I subjects reported a 62 per cent decrease in seizure frequency at 3 months and a further decrease of 86 per cent at 6 months of intervention. Power spectral analysis of EEG showed a shift in frequency from 0-8 Hz towards 8-20 Hz. The ratios of EEG powers in delta (D), theta (T), alpha (A) and beta (B) bands i.e., A/D, A/D + T, A/T and A + B/D + T were increased. Per cent D power decreased and per cent A increased. No significant changes in any of the parameters were found in Groups II and III, indicating that Sahaja yoga practice brings about seizure reduction and EEG changes. Sahaja yoga could prove to be beneficial in the management of patients of epilepsy.	Panjwani, U;Selvamurthy, W;Singh, S H;Gupta, H L;Thakur, L;Rai, U C	1996 Mar
8833317	Relaxation: mapping an uncharted world.	Nine hundred and forty practitioners of massage, abbreviated progressive muscle relaxation (PMR), yoga stretching, breathing, imagery meditation, and various combination treatments described their technique experiences on an 82-item wordlist. Factor analysis yielded 10 interpretable relaxation categories: Joyful Affects and Appraisals (Joyful), Distant, Calm, Aware, Prayerful, Accepted, Untroubled, Limp, Silent, and Mystery The relaxation response and cognitive/somatic specificity models predict Calm and Limp, which account for only 5.5% of the variance of relaxation experience. Unlike much of previous relaxation research, we found important technique differences. PMR and massage are associated with Distant and Limp; yoga stretching, breathing, and meditation with Aware; meditation with Prayerful and all techniques except PMR with Joyful. Results are consistent with cognitive-behavioral relaxation theory and have implications for relaxation theory, treatment, training, assessment, and research. We close with a revised model of relaxation that posits three global dimensions; tension-relief, passive disengagement, and passive engagement.	Smith, J C;Amutio, A;Anderson, J P;Aria, L A	1996 Mar
8727678	Clinical case report: efficacy of yogic techniques in the treatment of obsessive compulsive disorders.	The aim of this study was to investigate the clinical efficacy of yogic techniques in the treatment of eight adults with obsessive-compulsive disorder (OCD). A specific yogic breathing pattern has been prescribed for the treatment of OCD, as well as others for treating generalized anxiety. A one year course of therapy was followed. Subjects improved on the Yale-Brown Obsessive-Compulsive Scale (Y-BOCS) comparing baseline with three, six, nine, & 12 month results (one-way ANOVA for repeated measures, F(4,12) = 3.343, p < or = .046). Five patients completed the study (Y-BOCS results were 83%, 79%, 65%, 61% improvement, and one at-18%), group mean improvement of +54%. The Symptoms Checklist-90-R showed significant improvement comparing baseline and 12 months using two-tailed T-tests for OCD (t = 13.856, p < .001), anxiety (t = 3.167, p < .051), and global severity indexes (t = 7.314, p = .005). Perceived Stress Scale scores showed significant improvement for the five test periods (one-way ANOVA for repeated measures, F(4,12) = 9.114, p < or = .001). Five patients were well stabilized on fluoxetine prior to the study, three stopped medication after seven months or less, and two significantly reduced it, one by 25% and the other by 50%. These techniques, merit further study under controlled conditions and could help lead to new approaches for the treatment of OCD and perhaps other impulse control and anxiety-related disorders.	Shannahoff-Khalsa, D S;Beckett, L R	1996 Mar
11363119	Don't just sit there.		Vazquez, E	1996 Jan-Feb
