pmid	ti	ab	fau	dp
20464730	Exercise therapy for schizophrenia.	BACKGROUND: The health benefits of physical activity and exercise are well documented and these effects could help people with schizophrenia. OBJECTIVES: To determine the mental health effects of exercise/physical activity programmes for people with schizophrenia or schizophrenia-like illnesses. SEARCH STRATEGY: We searched the Cochrane Schizophrenia Group Trials Register (December 2008) which is based on regular searches of CINAHL, EMBASE, MEDLINE and PsycINFO. We also inspected references within relevant papers. SELECTION CRITERIA: We included all randomised controlled trials comparing any intervention where physical activity or exercise was considered to be the main or active ingredient with standard care or other treatments for people with schizophrenia or schizophrenia-like illnesses. DATA COLLECTION AND ANALYSIS: We independently inspected citations and abstracts, ordered papers, quality assessed and data extracted. For binary outcomes we calculated a fixed-effect risk ratio (RR) and its 95% confidence interval (CI). Where possible, the weighted number needed to treat/harm statistic (NNT/H) and its 95% confidence interval (CI), was also calculated. For continuous outcomes, endpoint data were preferred to change data. We synthesised non-skewed data from valid scales using a weighted mean difference (WMD). MAIN RESULTS: Three randomised controlled trials met the inclusion criteria. Trials assessed the effects of exercise on physical and mental health. Overall numbers leaving the trials were similar. Two trials (Beebe 2005 and Marzaloni 2008) compared exercise to standard care and both found exercise to significantly improve negative symptoms of mental state (Mental Health Inventory Depression: 1RCT, n=10, MD 17.50 CI 6.70 to 28.30, PANNS negative: 1RCT, n=10, MD -8.50 CI -11.11 to -5.89). No absolute effects were found for positive symptoms of mental state. Physical health improved significantly in the exercise group compared to those in standard care (1RCT, n=13, MD 79.50 CI 33.82 to 125.18), but no effect on peoples' weight/BMI was apparent. Duraiswamy 2007 compared exercise with yoga and found that yoga had a better outcome for mental state (PANNS total: 1RCT, n=41, MD 14.95 CI 2.60 to 27.30). The same trial also found those in the yoga group had significantly better quality of life scores (WHOQOL Physical: 1RCT, n=41, MD -9.22 CI -18.86 to 0.42). Adverse effects (AIMS total scores) were, however, similar. AUTHORS' CONCLUSIONS: Results of this Cochrane review are similar to existing reviews that have examined the health benefits of exercise in this population (Faulkner 2005). Although studies included in this review are small and used various measures of physical and mental health, results indicated that regular exercise programmes are possible in this population, and that they can have healthful effects on both the physical and mental health and well-being of individuals with schizophrenia. Larger randomised studies are required before any definitive conclusions can be drawn.	Gorczynski, Paul;Faulkner, Guy	2010 May 12
20458540	Factors that influence self-reported general health status among different Asian ethnic groups: evidence from the Roadmap to the New Horizon: Linking Asians to Improved Health and Wellness study.	Little is known about the determinants of self-reported general health status among different Asian ethnic subgroups. Using a community-based participatory research approach, we designed, administered, and analyzed a cross-sectional survey of 705 Asians (292 Chinese, 226 Korean, 187 Vietnamese) in the Portland, Oregon region to describe associations between general health status and several sociodemographic and health-related factors in pooled and ethnic-group-stratified samples. Ethnic variation existed in all covariate distributions, except employment, public-service use, language use, health status, visiting healthcare providers, sleep habits, and use of prayer, meditation, yoga or acupuncture. Acculturation measures were strong predictors of poor/fair health in logistic regression models regardless of ethnicity. Ethnic variation in outcome status existed for all remaining covariates. Most health-related research overlooks the heterogeneity within the Asian population. These findings highlight substantial variability in the associations between self-reported general health status and sociodemographic and health-related measures between Asian ethnic groups.	Maty, Siobhan C;Leung, Holden;Lau, Christine;Kim, Gemma	2011 Jun
20456683	Embodied masculinities in the context of cardiac rehabilitation.	Interest continues to gather in relation to the sociology of the body, gendered embodiment and the theoretical links between these in both health and ill-health contexts. However, the available empirical work that links embodiment, masculinities and health remains sparse. This paper presents secondary data analysis from an original study that aimed to consider the similarities and differences in the experience of a continuing (phase four) cardiac rehabilitation programme for individuals choosing to participate in either an exercise or yoga component. The data presented are derived from two in-depth interviews, carried out a year apart, with each of the 34 men who completed the original study. Watson's (2000)'male body schema' was used to guide initial data coding and the subsequent analysis generated four overarching themes: 'embodied emotionality'; 'renegotiated embodiment'; 'embodiment and fitness' and 'knowing the hidden body'. An approach that theorises from, rather than about, men's bodies is fostered, and questions are raised about previous work that suggests men are emotionally 'disconnected' from their bodies and/or that they have a wholly mechanistic view of bodily function.	Robertson, Steve;Sheikh, Kay;Moore, Andrew	2010 Jul
20454759	Moving beyond health to flourishing: the effects of yoga teacher training.	Research in the medical and psychological fields has primarily followed a "disease-focused" approach to health. Although there is growing research on the components and outcomes of well-being, very few studies have focused on traditional practices that can be used as interventions to encourage human flourishing. The current study was developed to address this research gap. We suggest one effective method of increasing psychological well-being, the practice of yoga, an age-old practice that has been said to produce physical and psychological health. In this observational study, we examined associations with participation in a 4-week yoga teacher training resident program. Measurement instruments were chosen to capture changes in psychosocial health and human flourishing. Measurements were taken before the start of the program, immediately after the program, and 3 months postprogram. As expected, in this healthy population, the human flourishing scales showed more change than the psychosocial health scales. For example, in this healthy sample, there were no significant changes in perceived social support, quality of life, or self-efficacy from baseline to the 3-month follow-up. However, optimism, a positive psychology research measure, improved from baseline to follow-up. The mindfulness subscales of observation, awareness, and nonreactivity all improved following the training, suggesting that one benefit of yoga practice is a more refined ability to attend to one's inner experience. This study adds to the growing literature focusing on interventions that move beyond relieving pathology to those that produce optimal functioning and human thriving.	Conboy, L A;Wilson, A;Braun, T	2010 May 4
20453181	Perceived benefit of Complementary and Alternative Medicine (CAM) for back pain: a national survey.	BACKGROUND: Complementary and alternative medicine (CAM) is commonly used to treat back pain, but little is known about factors associated with improvement. METHODS: We used data from the 2002 National Health Interview Survey to examine the associations between the perceived helpfulness of various CAM therapies for back pain. RESULTS: Approximately 6% of the US population used CAM to treat their back pain in 2002. Sixty percent of respondents who used CAM for back pain perceived a "great deal" of benefit. Using multivariable logistic regression, the factor associated with perceived benefit from CAM modalities was reporting that a reason for using CAM was that "conventional medical treatment would not help" (odds ratio [OR], 1.46; 95% CI, 1.14-1.86). The 2 factors associated with less perceived benefit from CAM modalities were fair to poor self-reported health status (OR, 0.58; 95% CI, 0.41-0.82) and referral by a conventional medical practitioner for CAM (OR, 0.7; 95% CI, 0.54-0.92). Using chiropractic as a reference, massage (OR, 0.62; 95% CI, 0.46-0.83), relaxation techniques (OR, 0.25; 95% CI, 0.14-0.45), and herbal therapy (OR, 0.3; 95% CI, 0.19-0.46) were all associated with less perceived benefit whereas those with similar perceived benefit included yoga/tai chi/qi gong (OR, 0.71; 95% CI, 0.41-1.22) and acupuncture (OR, 0.71; 95% CI, 0.37-1.38). CONCLUSIONS: The majority of respondents who used CAM for back pain perceived benefit. Specific factors and therapies associated with perceived benefit warrant further investigation.	Kanodia, Anup K;Legedza, Anna T R;Davis, Roger B;Eisenberg, David M;Phillips, Russell S	2010 May-Jun
20441854	Severe-to-fatal head injuries in motor vehicle impacts.	Severe-to-fatal head injuries in motor vehicle environments were analyzed using the United States Crash Injury Research and Engineering Network database for the years 1997-2006. Medical evaluations included details and photographs of injury, and on-scene, trauma bay, emergency room, intensive care unit, radiological, operating room, in-patient, and rehabilitation records. Data were synthesized on a case-by-case basis. X-rays, computed tomography scans, and magnetic resonance images were reviewed along with field evaluations of scene and photographs for the analyses of brain injuries and skull fractures. Injuries to the parenchyma, arteries, brainstem, cerebellum, cerebrum, and loss of consciousness were included. In addition to the analyses of severe-to-fatal (AIS4+) injuries, cervical spine, face, and scalp trauma were used to determine the potential for head contact. Fatalities and survivors were compared using nonparametric tests and confidence intervals for medians. Results were categorized based on the mode of impact with a focus on head contact. Out of the 3178 medical cases and 169 occupants sustaining head injuries, 132 adults were in frontal (54), side (75), and rear (3) crashes. Head contact locations are presented for each mode. A majority of cases clustered around the mid-size anthropometry and normal body mass index (BMI). Injuries occurred at change in velocities (DeltaV) representative of US regulations. Statistically significant differences in DeltaV between fatalities and survivors were found for side but not for frontal impacts. Independent of the impact mode and survivorship, contact locations were found to be superior to the center of gravity of the head, suggesting a greater role for angular than translational head kinematics. However, contact locations were biased to the impact mode: anterior aspects of the frontal bone and face were involved in frontal impacts while temporal-parietal regions were involved in side impacts. Because head injuries occur at regulatory DeltaV in modern vehicles and angular accelerations are not directly incorporated in crashworthiness standards, these findings from the largest dataset in literature, offer a field-based rationale for including rotational kinematics in injury assessments. In addition, it may be necessary to develop injury criteria and evaluate dummy biofidelity based on contact locations as this parameter depended on the impact mode. The current field-based analysis has identified the importance of both angular acceleration and contact location in head injury assessment and mitigation.	Yoganandan, Narayan;Baisden, Jamie L;Maiman, Dennis J;Gennarelli, Thomas A;Guan, Yabo;Pintar, Frank A;Laud, Prakash;Ridella, Stephen A	2010 Jul
20440550	Feasibility and preliminary outcomes of a school-based mindfulness intervention for urban youth.	Youth in underserved, urban communities are at risk for a range of negative outcomes related to stress, including social-emotional difficulties, behavior problems, and poor academic performance. Mindfulness-based approaches may improve adjustment among chronically stressed and disadvantaged youth by enhancing self-regulatory capacities. This paper reports findings from a pilot randomized controlled trial assessing the feasibility, acceptability, and preliminary outcomes of a school-based mindfulness and yoga intervention. Four urban public schools were randomized to an intervention or wait-list control condition (n=97 fourth and fifth graders, 60.8% female). It was hypothesized that the 12-week intervention would reduce involuntary stress responses and improve mental health outcomes and social adjustment. Stress responses, depressive symptoms, and peer relations were assessed at baseline and post-intervention. Findings suggest the intervention was attractive to students, teachers, and school administrators and that it had a positive impact on problematic responses to stress including rumination, intrusive thoughts, and emotional arousal.	Mendelson, Tamar;Greenberg, Mark T;Dariotis, Jacinda K;Gould, Laura Feagans;Rhoades, Brittany L;Leaf, Philip J	2010 Oct
20429895	Yoga as a complementary treatment for smoking cessation: rationale, study design and participant characteristics of the Quitting-in-Balance study.	BACKGROUND: Tobacco smoking remains the leading preventable cause of death among American women. Exercise has shown promise as an aid to smoking cessation because it reduces weight gain and weight concerns, improves affect, and reduces nicotine withdrawal symptoms and cigarette craving. Studies have shown that the practice of yoga improves weight control, and reduces perceived stress and negative affect. Yoga practice also includes regulation of breathing and focused attention, both of which may enhance stress reduction and improve mood and well-being and may improve cessation outcomes. METHODS/DESIGN: This pilot efficacy study is designed to examine the rates of cessation among women randomized to either a novel, 8-week Yoga plus Cognitive Behavioral Therapy (CBT) smoking cessation intervention versus a Wellness program plus the same CBT smoking cessation intervention. Outcome measures include 7-day point prevalence abstinence at end of treatment, 3 and 6 months follow up and potential mediating variables (e.g., confidence in quitting smoking, self-efficacy). Other assessments include measures of mindfulness, spirituality, depressive symptoms, anxiety and perceived health (SF-36). DISCUSSION: Innovative treatments are needed that address barriers to successful smoking cessation among men and women. The design chosen for this study will allow us to explore potential mediators of intervention efficacy so that we may better understand the mechanism(s) by which yoga may act as an effective complementary treatment for smoking cessation. If shown to be effective, yoga can offer an alternative to traditional exercise for reducing negative symptoms that often accompany smoking cessation and predict relapse to smoking among recent quitters. TRIAL REGISTRATION: ClinicalTrials NCT00492310.	Bock, Beth C;Morrow, Kathleen M;Becker, Bruce M;Williams, David M;Tremont, Geoffrey;Gaskins, Ronnesia B;Jennings, Ernestine;Fava, Joseph;Marcus, Bess H	2010 Apr 29
20409260	Exercise prescription and the patient with type 2 diabetes: a clinical approach to optimizing patient outcomes.	PURPOSE: To review the current recommendations for physical activity in type 2 diabetes mellitus (T2DM) and propose methods to optimize compliance, reduce the pharmaceutical burden, and improve the general health and well-being of patients with T2DM. DATA SOURCES: PubMed, SportDiscus, Ovid MEDLINE, Psychinfo, Web of Science, LexisNexis, and EBM reviews. CONCLUSIONS: T2DM is a condition in which physical activity has been documented to improve patient outcomes, yet research has noted that healthcare professionals inadequately address this issue, resulting in physical activity being an underutilized therapy. IMPLICATIONS FOR PRACTICE: An exercise prescription consists of mode (type), frequency, intensity, duration, and progression. Determining the appropriate mode depends upon patient preference and safety issues regarding the state of T2DM or other conditions. Frequency, intensity, and duration are specific to the type of activity and should be tailored to the patient's abilities to safely perform the activity. Finally, the health professional addresses periodic progression in order to maintain the exercise stimulus needed to promote continued health improvements and prevent "plateauing." In this article, on the basis of the current scientific research, we propose recommendations that enable healthcare professionals to advocate for their patients with T2DM by offering safe and effective treatment options.	Waryasz, Gregory R;McDermott, Ann Yelmokas	2010 Apr
20401789	The ABC of Physical Activity for Health: a consensus statement from the British Association of Sport and Exercise Sciences.	Our understanding of the relationship between physical activity and health is constantly evolving. Therefore, the British Association of Sport and Exercise Sciences convened a panel of experts to review the literature and produce guidelines that health professionals might use. In the ABC of Physical Activity for Health, A is for All healthy adults, B is for Beginners, and C is for Conditioned individuals. All healthy adults aged 18-65 years should aim to take part in at least 150 min of moderate-intensity aerobic activity each week, or at least 75 min of vigorous-intensity aerobic activity per week, or equivalent combinations of moderate- and vigorous-intensity activities. Moderate-intensity activities are those in which heart rate and breathing are raised, but it is possible to speak comfortably. Vigorous-intensity activities are those in which heart rate is higher, breathing is heavier, and conversation is harder. Aerobic activities should be undertaken in bouts of at least 10 min and, ideally, should be performed on five or more days a week. All healthy adults should also perform muscle-strengthening activities on two or more days a week. Weight training, circuit classes, yoga, and other muscle-strengthening activities offer additional health benefits and may help older adults to maintain physical independence. Beginners should work steadily towards meeting the physical activity levels recommended for all healthy adults. Even small increases in activity will bring some health benefits in the early stages and it is important to set achievable goals that provide success, build confidence, and increase motivation. For example, a beginner might be asked to walk an extra 10 min every other day for several weeks to slowly reach the recommended levels of activity for all healthy adults. It is also critical that beginners find activities they enjoy and gain support in becoming more active from family and friends. Conditioned individuals who have met the physical activity levels recommended for all healthy adults for at least 6 months may obtain additional health benefits by engaging in 300 min or more of moderate-intensity aerobic activity per week, or 150 min or more of vigorous-intensity aerobic activity each week, or equivalent combinations of moderate- and vigorous-intensity aerobic activities. Adults who find it difficult to maintain a normal weight and adults with increased risk of cardiovascular disease or type 2 diabetes may in particular benefit from going beyond the levels of activity recommended for all healthy adults and gradually progressing towards meeting the recommendations for conditioned individuals. Physical activity is beneficial to health with or without weight loss, but adults who find it difficult to maintain a normal weight should probably be encouraged to reduce energy intake and minimize time spent in sedentary behaviours to prevent further weight gain. Children and young people aged 5-16 years should accumulate at least 60 min of moderate-to-vigorous-intensity aerobic activity per day, including vigorous-intensity aerobic activities that improve bone density and muscle strength.	O'Donovan, Gary;Blazevich, Anthony J;Boreham, Colin;Cooper, Ashley R;Crank, Helen;Ekelund, Ulf;Fox, Kenneth R;Gately, Paul;Giles-Corti, Billie;Gill, Jason M R;Hamer, Mark;McDermott, Ian;Murphy, Marie;Mutrie, Nanette;Reilly, John J;Saxton, John M;Stamatakis, Emmanuel	2010 Apr
20400694	Open trial of Vinyasa yoga for persistently depressed individuals: evidence of feasibility and acceptability.	The aim of this study was to assess the acceptability and feasibility of Vinyasa yoga as an adjunctive treatment for depressed patients who were not responding adequately to antidepressant medication. The authors also planned to ask participants for qualitative feedback on their experience of the class and to assess change over time in depression and in possible mediating variables. The authors recruited 11 participants in 1 month for an 8-week open trial of yoga classes. They found that 10 participants completed follow-up assessments, 9 of 10 were positive about their experience, and all provided feedback about what was and was not helpful about yoga, as well as barriers to class attendance. Over the 2-month period, participants exhibited significant decreases in depression symptoms and significant increases in an aspect of mindfulness and in behavior activation. This pilot study provided support for continuing to investigate Vinyasa yoga as an adjunct treatment for depression. The next step required is a rigorous randomized clinical trial.	Uebelacker, Lisa A;Tremont, Geoffrey;Epstein-Lubow, Gary;Gaudiano, Brandon A;Gillette, Tom;Kalibatseva, Zornitsa;Miller, Ivan W	2010 May
20397523	Let your monkey do it--a doula's take on homebirth.		Flashenberg, Debra	2010 Spring
20388445	Yoga improves quality of life and benefit finding in women undergoing radiotherapy for breast cancer.	This study examined the effects of yoga on quality of life (QOL) and psychosocial outcomes in women with breast cancer undergoing radiotherapy. Sixty-one women were randomly assigned to either a yoga or a wait-list group. Yoga classes were taught biweekly during the 6 weeks of radiotherapy. Participants completed measures of QOL, fatigue, benefit finding (finding meaning in the cancer experience), intrusive thoughts, sleep disturbances, depressive symptoms, and anxiety before radiotherapy and then again 1 week, 1 month, and 3 months after the end of radiotherapy. General linear model analyses revealed that compared to the control group, the yoga group reported significantly better general health perception (p = .005) and physical functioning scores (p = .04) 1 week postradiotherapy; higher levels of intrusive thoughts 1 month postradiotherapy (p = .01); and greater benefit finding 3 months postradiotherapy (p = .01). There were no other group differences in other QOL subscales for fatigue, depression, or sleep scores. Exploratory analyses indicated that intrusive thoughts 1 month after radiotherapy were significantly positively correlated with benefit finding 3 months after radiotherapy (r = .36, p = .011). Our results indicated that the yoga program was associated with statistically and clinically significant improvements in aspects of QOL.	Chandwani, Kavita D;Thornton, Bob;Perkins, George H;Arun, Banu;Raghuram, N V;Nagendra, H R;Wei, Qi;Cohen, Lorenzo	2010 Spring
20387774	Exercise, yoga, and meditation for depressive and anxiety disorders.	Anxiety and depression are among the most common conditions cited by those seeking treatment with complementary and alternative therapies, such as exercise, meditation, tai chi, qigong, and yoga. The use of these therapies is increasing. Several studies of exercise and yoga have demonstrated therapeutic effectiveness superior to no-activity controls and comparable with established depression and anxiety treatments (e.g., cognitive behavior therapy, sertraline, imipramine). High-energy exercise (i.e., weekly expenditure of at least 17.5 kcal per kg) and frequent aerobic exercise (i.e., at least three to five times per week) reduce symptoms of depression more than less frequent or lower-energy exercise. Mindful meditation and exercise have positive effects as adjunctive treatments for depressive disorders, although some studies show multiple methodological weaknesses. For anxiety disorders, exercise and yoga have also shown positive effects, but there are far less data on the effects of exercise on anxiety than for exercise on depression. Tai chi, qigong, and meditation have not shown effectiveness as alternative treatments for depression and anxiety.	Saeed, Sy Atezaz;Antonacci, Diana J;Bloch, Richard M	2010 Apr 15
25902568	Exercise, yoga, and meditation for anxiety and depression.			2010 Apr 15
20382290	Effect of a 12-week yoga intervention on fear of falling and balance in older adults: a pilot study.	OBJECTIVE: To determine whether fear of falling (FoF) and balance improved after a 12-week yoga intervention among older adults. DESIGN: A 12-week yoga intervention single-armed pilot study. SETTING: A retirement community in a medium-sized university town in the Midwest. PARTICIPANTS: A convenience sample of adults (N=14) over the age of 65 years who all endorsed an FoF. INTERVENTION: Each participant took part in a biweekly 12-week yoga intervention. The yoga sessions included both physical postures and breathing exercises. Postures were completed in sitting and standing positions. MAIN OUTCOME MEASURES: We measured FoF with the Illinois FoF Measure and balance with the Berg Balance Scale. Upper- and lower-body flexibility were measured with the back scratch test and chair sit and reach test, respectively. RESULTS: FoF decreased by 6%, static balance increased by 4% (P=.045), and lower-body flexibility increased by 34%. CONCLUSIONS: The results indicate that yoga may be a promising intervention to manage FoF and improve balance, thereby reducing fall risk for older adults. Rehabilitation therapists may wish to explore yoga as a modality for balance and falls programming; however, future research is needed to confirm the use of yoga in such programming.	Schmid, Arlene A;Van Puymbroeck, Marieke;Koceja, David M	2010 Apr
20377005	[Pseudoarthrosis of the first rib in a patient who practices yoga. A case report].	INTRODUCTION: Pseudoarthrosis of the first rib is a rare condition that may occur in athletes as a result of repetitive activities, mainly overhead. The usual clinical presentation is pain in the neck or the ipsilateral shoulder. CASE REPORT: This is the case of a 19-year-old female patient who had sudden pain of the base of the neck while doing yoga. Pseudoarthrosis of the first rib was diagnosed with X-rays and CAT scan. Treatment consisted of a rehabilitation and physical therapy program that was successful despite the persistence of the pseudoarthrosis. DISCUSSION: Cases of first rib fractures have been reported in athletes practicing multiple activities; however, pseudoarthrosis cases are rare since most of them progress to bone healing. This is the first reported case of a fracture or pseudoarthrosis in a patient practicing yoga. As in most reported cases, conservative treatment was successful. CONCLUSION: Fractures and pseudoarthrosis of the first rib are rare in athletes and should be included in the differential diagnosis of athletes presenting with shoulder and neck pain. Conservative treatment is successful in most cases.	Tarazona Velutini, Pablo;Romo Rodriiguez, Ranulfo	2009 Nov-Dec
20371148	Influence of sports climbing and yoga on spasticity, cognitive function, mood and fatigue in patients with multiple sclerosis.	OBJECTIVES: Spasticity, cognitive impairment, depression and fatigue significantly reduce the quality of life in multiple sclerosis (MS) patients. To find out whether nonpharmalogical treatment approaches can reduce these symptoms we investigated effects of sports climbing (SC) and yoga on spasticity, cognitive impairment, mood change and fatigue in MS patients. Sports climbing (SC) and yoga are aerobic physical activities comprised a series of stretching techniques, implementation of which demands body control and planning of complex movements. MATERIALS AND METHODS: 20 subjects with relapsing-remitting or progressive MS, 26-50 years of age, with EDSS<or=6 and EDSS pyramidal functions score (EDSSpyr)>2 were enrolled in a randomized prospective study. The participants were randomly divided into SC and yoga group. We evaluated spasticity, cognitive function, mood and fatigue before and after both programs, that lasted 10 weeks, with standardized assessment methods. RESULTS: There were no significant improvements in spasticity after SC and yoga. In the SC group we found a 25% reduction (p=0.046) in EDSSpyr. There were no differences in executive function after the completion of both programs. There was a 17% increase in selective attention performance after yoga (p=0.005). SC reduced fatigue for 32.5% (p=0.015), while yoga had no effect. We found no significant impact of SC and yoga on mood. CONCLUSIONS: Yoga and SC might improve some of the MS symptoms and should be considered in the future as possible complementary treatments.	Velikonja, Orjana;Curic, Katarina;Ozura, Ana;Jazbec, Sasa Sega	2010 Sep
20369415	[On the methodological approach to the elucidation of mechanisms underlying therapeutic effectiveness of Cigun, Indian and Tibetan Yoga therapy].	The methodological approach is proposed allowing to objectively characterize neurophysiological mechanisms underlying therapeutic effectiveness of Cigun, Indian and Tibetan Yoga therapy. Execution of exercises stipulated in these programs is interpreted as a consciousness-inspired specific form of human behaviour (activity). Step-by-step analysis of mentally-organized body's functional systems as a neurophysiological basis of realizable behaviour is presented. Operational interpretation of internal mechanisms underlying the system's functioning permits to evaluate the stereotype brain condition actualized by specific requirements and motivations that initiates sensory deprivation to ensure priority realization of internal genetically determined activity of the human body. Mobilization of this internal activity is described as a process of selective formation of many complicated interactions between various structures of the reticular formation, limbic system, subcortical centres, and neocortex maintaining priority functioning of homeostatic mechanisms of self-regulation and inborn human behaviour. These mechanisms are believed to underlie the autoreconstructive potential of human organism by ensuring systemic correction and restoration of its functional resources.	Razumov, A N;Namsaraeva, G T	2010 Jan-Feb
20369218	The effectiveness of yoga for the improvement of well-being and resilience to stress in the workplace.	OBJECTIVES: Recent research has indicated concern for the degree of stress and emotional well-being among university staff. This study examined the effectiveness of yoga in enhancing emotional well-being and resilience to stress among university employees. METHODS: In a randomized controlled trial at a British university, we recruited 48 employees and randomized them into either a yoga or a wait-list control group. The yoga group was offered six weeks of Dru Yoga, comprising one 60-minute class per week. These classes were offered by a certified Dru Yoga instructor at lunchtime from January-March 2008. The wait-list control group received no intervention during this six-week study. Baseline and end-program measurements of self-reported mood and well-being were self-assessed with the Profile of Mood States - Bipolar (POMS-Bi) and the Inventory of Positive Psychological Attitudes (IPPA). RESULTS: This six-week yoga intervention resulted in significantly improved POMS-Bi and IPPA scores for the yoga compared to the wait-list control group for seven of eight measures of mood and well-being. In comparison to the wait-list control group at baseline and the end of the program, the yoga group reported marked improvements in feelings of clear-mindedness, composure, elation, energy, and confidence. In addition, the yoga group reported increased life purpose and satisfaction, and feelings of greater self-confidence during stressful situations. CONCLUSION: These results show that even a short program of yoga is effective for enhancing emotional well-being and resilience to stress in the workplace. We suggest that employers should consider offering yoga classes to their employees.	Hartfiel, Ned;Havenhand, Jon;Khalsa, Sat Bir;Clarke, Graham;Krayer, Anne	2011 Jan
20356395	Comparison of yoga versus stretching for chronic low back pain: protocol for the Yoga Exercise Self-care (YES) trial.	BACKGROUND: Back pain, one of the most prevalent conditions afflicting American adults, is the leading reason for using complementary and alternative medicine (CAM) therapies. Yoga is an increasingly popular "mind-body" CAM therapy often used for relieving back pain and several small studies have found yoga effective for this condition. This study will assess whether yoga is effective for treating chronic low back pain compared with self care and exercise and will explore the mechanisms responsible for any observed benefits. METHODS/DESIGN: A total of 210 participants with low back pain lasting at least 3 months will be recruited from primary care clinics of a large healthcare system based in Seattle. They will be randomized in a 2:2:1 ratio to receive 12 weekly yoga classes, 12 weekly conventional therapeutic exercise classes of comparable physical exertion, or a self-care book. Interviewers masked to participants' treatment group will assess outcomes at baseline and 6, 12 and 26 weeks after randomization. Primary outcomes will be back-related dysfunction and symptom bothersomeness. In addition, data will be collected on physical measurements (e.g., flexion) at baseline and 12 weeks and saliva samples will be obtained at baseline, 6 and 12 weeks. Information will be collected on specific physical, psychological, and physiological factors to allow exploration of possible mechanisms of action through which yoga could relieve back pain and dysfunction. The effectiveness of yoga will be assessed using analysis of covariance (using general estimating equations - GEE) within an intention-to-treat context. If yoga is found effective, further analyses will explore whether yoga's benefits are attributable to physical, psychological and/or physiological factors. CONCLUSIONS: This study will provide the clearest evidence to date about the value of yoga as a therapeutic option for treating chronic back pain, and if the results are positive, will help focus future, more in-depth, research on the most promising potential mechanisms of action identified by this study.	Sherman, Karen J;Cherkin, Daniel C;Cook, Andrea J;Hawkes, Rene J;Deyo, Richard A;Wellman, Robert;Khalsa, Partap S	2010 Mar 31
27365726	Modalities of Empowerment and Strengthening of Ex-servicemen.	BACKGROUND: Older people including ex-servicemen (ESM) in India are left to fend for themselves due to nuclear family system. Most children are not staying with them due to reasons such as acquiring of education or employment at distant places. These factors, coupled with deteriorating health with advancing age, change in value system and attitude amongst children who give more importance to materialism, it was felt necessary to find modalities to empower and strengthen ESM by available methods of including progressive weight training, yoga and meditation. METHODS: An interventional "Before and After" study was planned for a period of three months for in-patient ESM of a military hospital for common lifestyle diseases namely stroke, diabetes, senile depression, acute myocardial infarction and hypertension. Data of anthropometry, laboratory investigations and Hamilton rating scale for depression (HRSD) were taken before the study. These cases were then subjected to interventions (progressive weight training and spiritual health enhancement by yoga with meditation for three months) followed by same measurements again. RESULT: Statistically significant differences were observed before and after study with respect to pulse, respiratory rate, blood pressure, blood glucose, total cholesterol, low density lipoproteins (LDL), very low density lipoproteins (VLDL) and Hamilton depression score (p<0.05). The sleep pattern, sense of well being and posture while sitting to standing and walking with degree of support (stick/other person's help) improved considerably after the interventions. CONCLUSION: ESM are recommended to be trained much before retirement on progressive weight training and yoga in regimental centre/station institute. Provision to be made in existing ex-servicemen contributory health scheme (ECHS) polyclinics for employment of part time trainers for weight training and yoga. The physical and spiritual strengthening results in better capability to deal with old age and its problems.	Harnagle, R;Bhalwar, R;Bhaskar, S V	2010 Apr
22131719	Clinical evaluation of selected Yogic procedures in individuals with low back pain.	The present study has been conducted to evaluate selected yogic procedures on individuals with low back pain. The understanding of back pain as one of the commonest clinical presentations during clinical practice made the path to the present study. It has also been calculated that more than three-quarters of the world's population experience back pain at some time in their lives. Twelve patients were selected and randomly divided into two groups, viz., group A yogic group and group B control group. Advice for life style and diet was given for all the patients. The effect of the therapy was assessed subjectively and objectively. Particular scores drawn for yogic group and control group were individually analyzed before and after treatment and the values were compared using standard statistical protocols. Yogic intervention revealed 79% relief in both subjective and objective parameters (i.e., 7 out of 14 parameters showed statistically highly significant P < 0.01 results, while 4 showed significant results P < 0.05). Comparative effect of yogic group and control group showed 79% relief in both subjective and objective parameters. (i.e., total 6 out of 14 parameters showed statistically highly significant (P < 0.01) results, while 5 showed significant results (P < 0.05).	Pushpika Attanayake, A M;Somarathna, K I W K;Vyas, G H;Dash, S C	2010 Apr
21836803	Vaidyamadham cheriya narayanan namboodiri.		Kumar, G Rohith;Rajesh, S K	2010 Apr
21836799	Integrated approach to yoga therapy and autism spectrum disorders.	A specially designed Integrated Approach to Yoga Therapy module was applied to Autism Spectrum Disorders over a period of two academic years. Despite low numbers (six in each arm), consistency and magnitude of effects make the findings significant. Parental participation, allowing firm guidance to be given to each child, resulted in significant improvements in imitation and other skills, and in behavior at home and family relationships. We hypothesize that guided imitation of therapist body positions stimulated mirror neuron activation, resulting in improved sense of self.	Radhakrishna, Shantha;Nagarathna, Raghuram;Nagendra, H R	2010 Apr
